model,num_host,num_vuln,topology,distro_vuln,diversity_vuln,tot_time,avg_generation_time,min_generation_time,max_generation_time,avg_merging_time,min_merging_time,max_merging_time,clustering_time,num_clusters
DISTRO,100,200,lan50,bernoulli,0,46.96690302970819,9.245997281977907,0.12312145694158971,21.02075078897178,15.497370712653114,5.14275076193735,25.9290822269395,0.017070013796910644,3
DISTRO,250,50,lan50,binomial,0,34.033811575500295,5.962694206663097,1.1022707968950272,15.649455612059683,12.433665048951903,2.3248809720389545,18.127820888301358,0.25653507513925433,3
DISTRO,50,250,lan0,uniform,0.25,45.917089159134775,10.697131908886755,4.35426457086578,18.12148581095971,18.114911145918693,11.84322457620874,27.76664585713297,0.028957491042092443,3
DISTRO,10,1000,mesh,uniform,0.5,62.32968449080363,12.947161429872116,1.2266009468585253,24.77232717280276,26.02698618324939,14.260926222195849,37.546438531018794,0.01091878698207438,3
DISTRO,100,250,ring,poisson,0.75,56.55317230289802,18.028066988025483,0.25827244808897376,53.47109116706997,1.3077945157807942,0,3.038762263720855,0.043318872107192874,3
DISTRO,50,75,mesh,binomial,0.75,91.08366869320162,15.164884815380598,0.9922234809491783,43.15636742510833,30.66101553772266,2.8439152371138334,47.91308142407797,0.014219844015315175,3
DISTRO,50,250,random,uniform,0.5,103.79361216537654,27.502652020348858,4.514316770015284,43.82011710316874,38.02520443037307,16.47015001787804,59.9694859511219,0.004009111085906625,3
DISTRO,50,250,mesh,binomial,0.25,134.01027825148776,25.320106018567458,0.6808345038443804,57.549482392845675,50.238144283299334,19.085226241964847,76.28219155268744,0.17860430595465004,3
DISTRO,150,150,random,binomial,0.25,334.1018743829336,68.21685763037142,0.7473362809978426,125.00623126211576,101.79904748122983,1.6004717850591987,208.89342667884193,0.2022164419759065,3
DISTRO,75,200,lan0,uniform,0.5,400.508533670567,73.70398620896351,6.446341061964631,203.20351015985943,134.71194135029023,17.315589557169005,197.29679890279658,0.008224607910960913,3
DISTRO,150,50,mesh,bernoulli,0.5,493.4812272647396,86.35948262899183,5.375548206968233,236.80380385997705,176.11797884607222,22.42263408214785,256.5015446948819,0.17587870988063514,3
DISTRO,150,250,mesh,binomial,0.25,2889.5226358713116,579.1657101321034,165.39415057003498,1301.2098450711928,1147.5821611611561,424.2681963299401,1588.3006225370336,0.012168263085186481,3
DISTRO,100,250,mesh,uniform,0.75,7619.422855006065,1272.714850268637,25.640799400862306,3762.0572163481265,2548.13815297881,54.077583560021594,3857.1480439871084,0.2175946708302945,3
DISTRO,75,500,powerlaw,uniform,1,10091.613106629346,2658.1635258400347,572.8595005071256,3977.3363214430865,3317.4039832319445,319.27320535108447,6114.2657397852745,0.011045400984585285,3
DISTRO,100,500,mesh,uniform,0.5,11086.24514986761,2378.87800790905,948.4016938800924,5176.867074213922,4525.868461960966,1895.1655644760467,5908.825515252771,0.5525604009162635,3
DISTRO,10,5,tree,poisson,0.25,0.19368901778943837,0.0008073852707942327,8.2401093095541e-06,0.0015456979162991047,0.0015161445286745827,0,0.006981916027143598,0.18516140384599566,3
DISTRO,10,10,mesh,uniform,0.75,0.24175762431696057,0.006886217665548126,0.00533604109659791,0.007851005997508764,0.01633680732144664,0.011660885997116566,0.020317332120612264,0.21358928619883955,3
DISTRO,10,25,star,bernoulli,0.75,0.21003748499788344,0.008513726682091752,0.0009888052009046078,0.02323794993571937,0.0023895333288237453,0,0.008219653042033315,0.17857988202013075,3
DISTRO,50,25,lan0,binomial,0,0.7537845012266189,0.09355394433562954,0.03188446001149714,0.21413842402398586,0.20324044480609396,0.04497882886789739,0.38043303112499416,0.15921304607763886,3
DISTRO,25,10,tree,uniform,0.5,0.20557336509227753,0.003007971060772737,2.5650952011346817e-05,0.005056627094745636,0.004544973373413086,0,0.012360047083348036,0.18815669091418386,3
DISTRO,50,5,lan0,poisson,0,0.21545315301045775,0.05026328765476743,0.0013382351025938988,0.13928758190013468,0.025942502349304657,0,0.07216935604810715,0.003996215062215924,3
DISTRO,10,50,lan0,uniform,1,0.2869035438634455,0.026784787653014064,3.5770004615187645e-05,0.04467508406378329,0.026139009666318696,0,0.08017509686760604,0.1620533629320562,3
DISTRO,100,50,tree,uniform,0.75,5.2417981929611415,0.8990085367113352,0.005521508166566491,2.4916226780042052,0.5695524545929705,0,2.5780678750015795,0.17210763995535672,3
DISTRO,75,100,ring,poisson,0.5,4.415552705060691,0.6148979209829122,0.022595254937186837,1.6168927010148764,0.5320952310382078,0,2.6198307019658387,0.1788293020799756,3
DISTRO,50,250,random,poisson,0,7.042650321032852,1.3925241120159626,0.22184348804876208,3.6711235879920423,1.62951766870295,0.34543084097094834,3.09808662510477,0.27344010793603957,3
DISTRO,150,75,lan25,uniform,0,11.916762153850868,3.9225694173170873,0.005181082058697939,11.75695847789757,0.0,0,0,0.1598036759532988,1
DISTRO,10,50,tree,uniform,0,0.009712375234812498,0.0023176203637073436,5.316920578479767e-06,0.006937031168490648,0.0,0,0,0.00277534406632185,1
DISTRO,75,50,ring,uniform,0,0.06786325783468783,0.02176645561121404,2.680090256035328e-05,0.06523724901489913,0.0,0,0,0.0026260088197886944,1
DISTRO,50,10,tree,binomial,0.25,0.028525796718895435,0.0031527459310988584,0.0003032200038433075,0.005885074846446514,0.006887644490537544,0,0.019631735049188137,0.003008986823260784,3
DISTRO,10,10,star,poisson,1,0.011007582768797874,0.0010084263049066067,0.00018047704361379147,0.0023082238622009754,0.0010793879628181458,0,0.0036927468609064817,0.005006612045690417,3
DISTRO,10,50,random,binomial,0.5,0.06282461294904351,0.010218949289992452,0.0061187781393527985,0.014711526921018958,0.014479749331561228,0,0.03540749684907496,0.012705589178949594,3
DISTRO,75,25,ring,poisson,0.5,0.1294760552700609,0.03473041276447475,0.002136889146640897,0.07046746811829507,0.02880150588074078,0,0.05571656511165202,0.0032920220401138067,3
DISTRO,10,250,random,binomial,0.25,0.5668078430462629,0.09543904530194898,0.022499247919768095,0.22265027998946607,0.15854031848721206,0.0490288520231843,0.33870042907074094,0.005457133986055851,3
DISTRO,75,25,lan0,bernoulli,0.75,8.078131127171218,1.7569297653778146,0.31604822003282607,4.325427139177918,2.474773688823916,0.8947957470081747,3.542770695872605,0.20993329212069511,3
DISTRO,50,25,mesh,binomial,0.75,7.318181522889063,1.348380639993896,0.38052190793678164,3.2682159601245075,2.857321116995687,1.0175881921313703,3.8603069789242,0.18965858384035528,3
DISTRO,75,5,lan50,uniform,1,1.042040279135108,0.15949803800322115,0.04435015702620149,0.26031404291279614,0.4460509015092005,0.2729892050847411,0.5984893550630659,0.18323688115924597,3
DISTRO,150,150,ring,uniform,0.25,4.681657722219825,1.5225823703221977,0.024485301924869418,3.218845288036391,0.5163639185096448,0,1.2707599331624806,0.19205250102095306,3
DISTRO,50,50,random,binomial,0.75,9.737569125834852,1.7125689825819184,0.09479937586002052,4.5068222167901695,2.071245923444318,0,5.004746597958729,0.2260003110859543,3
DISTRO,150,75,ring,binomial,0.5,5.653142447816208,1.4383343202838053,0.029298027977347374,2.470165087841451,0.8651654906182861,0,3.1670971289277077,0.015880231047049165,3
DISTRO,50,75,powerlaw,uniform,0.5,11.458549291826785,2.022063249334072,0.26802932703867555,5.335281061939895,2.7360645207809284,0.48937690583989024,6.117411985993385,0.005856243893504143,3
DISTRO,100,150,mesh,poisson,0,56.215255656745285,9.336732153625539,0.004086968023329973,27.0905188228935,28.392033544485457,27.857398386113346,28.92666870285757,0.1980681309942156,2
DISTRO,250,150,lan0,uniform,0,85.89226931310259,28.585605649044737,0.021007089875638485,85.71459989319555,0.0,0,0,0.17766941990703344,1
DISTRO,150,150,ring,bernoulli,0.5,16.356502819340676,5.7723503964953125,0.5610686731524765,9.02486731018871,3.2602922608687854,0.34050938999280334,7.296996402088553,0.034639107063412666,3
DISTRO,75,75,mesh,poisson,0.25,32.367787363240495,5.673690083359058,0.14955932996235788,13.177258365089074,12.909913488935368,4.307041353778914,19.005536418175325,0.18499257997609675,3
DISTRO,250,100,star,binomial,0.5,42.69451845670119,7.56533958002304,0.33624220499768853,22.010312716010958,3.4829505612530434,0,20.435089754639193,0.2491159860510379,3
DISTRO,100,25,lan0,bernoulli,1,43.724493528017774,8.112264381333565,2.033899900969118,19.861526645021513,15.434796248795465,5.068669885164127,23.85917797195725,0.0037889110390096903,3
DISTRO,75,50,lan50,bernoulli,1,75.83702442795038,15.307002611691132,4.020437865052372,32.096105152973905,23.808923197560944,6.833292427705601,43.497764847939834,0.24315442703664303,3
DISTRO,50,150,mesh,uniform,0.5,164.06105378409848,28.119910560703527,1.0158467181026936,79.03655045595951,57.27132382624162,5.271103908773512,84.85097745503299,0.173525873105973,3
DISTRO,75,200,mesh,poisson,0.25,217.6881388395559,48.16809531658267,21.542605123016983,91.79095033579506,98.50166262690134,52.16624003276229,125.72253833082505,0.17465017293579876,3
DISTRO,100,75,mesh,poisson,0.75,714.2683160342276,124.15364825127956,11.321440544910729,347.48082440695725,248.85904262583549,24.07713769003749,366.62870320118964,0.15878842608071864,3
DISTRO,25,500,mesh,bernoulli,1,818.8695102587808,142.71313875960186,1.4600844029337168,374.2796569468919,291.55911783280317,49.95728945592418,444.26475955802016,0.325093753868714,3
DISTRO,250,25,mesh,binomial,0.75,1215.8431835961528,211.83665884068856,12.808658913942054,579.8674856270663,427.30997882201336,55.36899972194806,635.7971112090163,0.17858676007017493,3
DISTRO,75,1000,lan0,bernoulli,0.25,2401.7442894610576,537.5530391123611,13.865039556054398,1290.4547396420967,647.43333405947,42.52645904570818,1111.2673785039224,0.022171315038576722,3
DISTRO,150,500,random,uniform,0.25,3721.923184866784,721.7853282710226,5.119138801004738,1645.2973518930376,1001.5760133022364,23.738644473953173,2076.3297811697703,0.2960518039762974,3
DISTRO,150,150,mesh,uniform,0.75,7821.901730315061,1538.0040514172676,51.84947457886301,3375.7140263209585,2994.4047700825613,1166.5531916818582,4445.922470265068,0.26523372903466225,3
DISTRO,10,25,star,uniform,0,1.6404857179149985,0.0075292016845196486,7.127178832888603e-06,0.022563651902601123,0.0,0,0,1.6179220660123974,1
DISTRO,25,25,tree,bernoulli,0.5,0.3390128582250327,0.013374141960715255,5.759997293353081e-05,0.02094605495221913,0.02321532271647205,0,0.06230476521886885,0.2557620380539447,3
DISTRO,10,250,star,bernoulli,0.5,1.5449037530925125,0.10114006767980754,1.4665070921182632e-05,0.2753740418702364,0.14932988572400063,0,0.837918832199648,0.43161087902262807,3
DISTRO,10,150,powerlaw,poisson,0.75,0.9945993761066347,0.1362302757333964,2.0371051505208015e-05,0.40857233898714185,0.09817085950635374,0,0.3111015520989895,0.2749254850205034,3
DISTRO,10,150,star,uniform,1,0.7172269762959331,0.0874686719228824,0.019050799775868654,0.12633423204533756,0.045042678558578096,0,0.22087680618278682,0.37001593806780875,3
DISTRO,25,500,random,bernoulli,0,7.042346358299255,1.2418909336750705,0.06217512092553079,3.3648395140189677,1.1994915411729987,0,3.4796720852609724,0.19783475901931524,3
DISTRO,10,10,tree,binomial,0,0.3033797610551119,0.001534201359997193,1.1222902685403824e-05,0.0030126189813017845,0.005888985935598612,0.002070574788376689,0.009707397082820535,0.29065974499098957,2
DISTRO,10,200,lan50,uniform,0.25,1.570434121415019,0.05382157078323265,0.029875771142542362,0.09328622510656714,0.3148514893061171,0.10802634083665907,0.915620522107929,0.5615273742005229,3
DISTRO,75,500,tree,uniform,0,2.19430277030915,0.6021498130479207,2.4518929421901703e-05,1.8063833741471171,0.0,0,0,0.3879193961620331,1
DISTRO,25,5,tree,uniform,0,0.2926480290479958,0.0007996723676721255,9.619863703846931e-06,0.002376035088673234,0.0,0,0,0.29027199395932257,1
DISTRO,10,25,tree,uniform,0.25,0.19785745348781347,0.0012914370745420456,0.0006674421019852161,0.0023755261208862066,0.0011750586951772373,0,0.0037924351636320353,0.19168949220329523,3
DISTRO,150,50,tree,uniform,0,0.4135150460060686,0.05773178666519622,4.679081030189991e-05,0.1730888590682298,0.0,0,0,0.2404261869378388,1
DISTRO,10,25,random,poisson,1,0.3042936231940985,0.020734490361064672,0.0032538881059736013,0.036878362065181136,0.039387977488028504,0,0.08052267599850893,0.1868925851304084,3
DISTRO,10,75,lan50,bernoulli,0.75,0.14481344795785844,0.024050753563642502,0.010889879893511534,0.04384597297757864,0.06268704465279977,0.033348350785672665,0.08660830813460052,0.014359166845679283,3
DISTRO,50,150,ring,poisson,1,16.114666386740282,2.198208972966919,0.027845253003761172,6.301885687047616,1.8675397725698228,0,9.477599119767547,0.3351815799251199,3
DISTRO,50,75,ring,bernoulli,0.75,7.251305043231696,0.4014164162799716,0.03998119104653597,1.0865173239726573,1.1733441397470112,0,5.997209201101214,0.16757851815782487,3
DISTRO,50,200,lan0,uniform,0.25,31.468709968030453,6.171566018369049,0.0005046061705797911,13.208991086110473,5.961069999689546,0,17.98185723507777,0.2778616468422115,3
DISTRO,50,10,ring,poisson,1,0.3972390787675977,0.014097289259855946,0.005050860811024904,0.026018722914159298,0.020338513151121635,0,0.04475587885826826,0.3264644769951701,3
DISTRO,50,50,tree,poisson,0.25,0.5470860709901899,0.04936178533049921,0.0002783259842544794,0.10387746104970574,0.1561849341572573,0,0.3923081730026752,0.05090043693780899,3
DISTRO,50,25,star,bernoulli,1,0.5353975670877844,0.06730157338703673,0.0036182820331305265,0.18244903208687901,0.023376644278566044,0,0.09351496794261038,0.259433567058295,3
DISTRO,75,25,lan25,uniform,1,21.908795804250985,3.5946932256532214,0.6697266309056431,9.398722218116745,5.981878982818064,1.340352995088324,12.236967758042738,0.2731058280915022,3
DISTRO,25,100,lan25,bernoulli,0.75,6.317435857839882,0.9415518820751458,0.16112556005828083,2.1119089480489492,2.280380859815826,0.6907615819945931,3.9559770058840513,0.2495499039068818,3
DISTRO,250,10,lan50,poisson,0.75,128.3053756710142,13.239532861315334,3.9427569578401744,27.900176278082654,47.90611458519319,14.591022330103442,100.02618546201847,0.3790139309130609,3
DISTRO,250,50,random,uniform,0.25,206.73978519812226,30.07598414636838,0.9616902261041105,72.79233715008013,58.58779360730356,3.844842752907425,133.6613744071219,0.2860736409202218,3
DISTRO,150,50,lan25,poisson,1,960.4351380139124,180.74936116028888,9.698701660847291,503.03703509108163,274.948825392484,23.65316053107381,457.23989610397257,0.15820681885816157,3
DISTRO,150,75,lan25,uniform,0.75,1074.6160280369222,226.2096757730469,14.848001469159499,468.78777161310427,385.207887413019,113.42906780913472,605.4659386589192,0.3623177648987621,3
DISTRO,150,250,lan0,binomial,0.25,1509.0956430721562,275.7546775789621,13.678594338940457,743.3255942480173,417.25263563419384,62.10034532682039,765.7649101400748,0.005138684064149857,3
DISTRO,500,50,random,poisson,0.5,5784.302220427198,1013.958622586991,50.67656047199853,2788.324398641009,1541.5652296848905,59.35519772605039,2931.2348656330723,64.74295615311712,3
DISTRO,100,1000,lan0,bernoulli,0.5,24918.232321585994,4513.416340895307,475.9083112839144,12067.292650145944,6459.956258691421,423.4808675739914,12850.743200505152,0.1964709348976612,3
DISTRO,150,250,mesh,bernoulli,0.75,23182.025851710234,4319.21982664871,17.683019106974825,10864.509211793076,8375.826274568137,1611.5145613460336,12317.165785246063,0.3508546710945666,3
DISTRO,250,250,lan0,poisson,0.5,31092.060287599918,6348.345953025312,54.18592554703355,16605.24543192587,8499.473615624904,1553.6775085001718,14486.47239084309,0.34246483095921576,3
DISTRO,250,150,lan50,binomial,1,39328.04782882286,9551.754323828267,2068.149402132025,17107.53831520886,12759.16892029834,6070.24276171322,22220.322523623006,0.18698999099433422,3
DISTRO,250,200,mesh,bernoulli,0.75,66180.0621783419,19669.158524038347,8381.48550931504,34903.71535874694,23693.651788635685,10606.470598315122,31276.020633775974,0.3261858189944178,3
DISTRO,10,75,lan25,bernoulli,0.25,0.28626601700671017,0.022240132559090853,2.9654940590262413e-05,0.06161472387611866,0.00862953718751669,0,0.051777223125100136,0.17287407000549138,3
DISTRO,100,50,star,bernoulli,1,6.456046106992289,1.0760926993874211,0.04832237702794373,2.9912313860841095,0.5642262756591663,0,3.1903596110641956,0.27445510984398425,3
DISTRO,150,75,powerlaw,poisson,0,10.330028775148094,2.06272847026897,0.0022489598486572504,6.060145783005282,2.9280942926416174,1.8559094751253724,4.000279110157862,0.2696038819849491,2
DISTRO,75,25,random,bernoulli,1,9.474113557720557,1.9679269980018337,0.5499482310842723,4.303396496921778,3.0570473712092885,0.9413772549014539,4.865997766843066,0.3047192939557135,3
DISTRO,250,10,powerlaw,poisson,0,3.860071351053193,0.657870773691684,0.020594623871147633,1.7610114261042327,0.8834725692868233,0.1537106407340616,1.9153986989986151,0.1836612259503454,3
DISTRO,150,25,ring,uniform,0,0.24292954988777637,0.025260159047320485,5.875597707927227e-05,0.07565579097718,0.0,0,0,0.16727375891059637,1
DISTRO,10,100,mesh,binomial,0.25,0.6118782495614141,0.09025110304355621,0.0507626379840076,0.15445342613384128,0.19699725097355744,0.09651764715090394,0.26498829131014645,0.1924365321174264,3
DISTRO,25,250,random,binomial,0,1.6192592298611999,0.3420395685825497,6.479979492723942e-05,0.8442829300183803,0.7100046974373981,0.6492572319693863,0.7707521629054099,0.004224136937409639,2
DISTRO,10,150,powerlaw,bernoulli,0,0.35935991792939603,0.022732568671926856,2.092192880809307e-05,0.05765733006410301,0.009461218840442598,0,0.05676731304265559,0.24493527482263744,3
DISTRO,100,150,tree,binomial,0,0.5625412198714912,0.10395747896594305,0.00237781903706491,0.2973381408955902,0.08091470117991169,0,0.25785765005275607,0.0073454289231449366,3
DISTRO,25,50,tree,poisson,0.25,0.33862534700892866,0.021143981022760272,0.0011404210235923529,0.06055057002231479,0.005614751678270598,0,0.014814754016697407,0.26326002296991646,3
DISTRO,10,10,tree,uniform,1,0.6401735269464552,0.004758758625636498,8.619786240160465e-05,0.010304335039108992,0.006423479799802105,0,0.03854087879881263,0.5913283131085336,3
DISTRO,10,250,random,poisson,0.5,1.397538630058989,0.21716203703545034,2.3256056010723114e-05,0.6083060200326145,0.07355882533981155,0,0.44135295203886926,0.3478796579875052,3
DISTRO,25,75,ring,uniform,0.25,0.5428042768035084,0.031590757348264255,0.012266126926988363,0.052232732996344566,0.0625471455277875,0,0.19903395790606737,0.29153758590109646,3
DISTRO,250,150,tree,binomial,0,1.8781119759660214,0.29437905503436923,0.005262000020593405,0.8565626449417323,0.3314013743074611,0,0.6929963689763099,0.32855296204797924,3
DISTRO,75,10,lan0,poisson,0.25,1.1263678609393537,0.13517942590018114,0.07668706285767257,0.19959279987961054,0.36770005415504176,0.21090660011395812,0.5494308441411704,0.3773442169185728,3
DISTRO,25,10,lan25,poisson,0.25,0.06622269889339805,0.012860872006664673,0.000404631020501256,0.022648019017651677,0.0248650589492172,0.010932766133919358,0.04032673081383109,0.0032479490619152784,3
DISTRO,25,75,tree,bernoulli,1,0.4753121791873127,0.10118778763959806,2.7172034606337547e-05,0.2785153780132532,0.05667404485090325,0,0.1942636431194842,0.002533158054575324,3
DISTRO,25,75,random,bernoulli,0.75,2.256203644676134,0.3557354082974295,0.02409391407854855,0.9350611069239676,0.4690918402047828,0.061015776824206114,1.1129388657864183,0.20820367196574807,3
DISTRO,100,10,lan25,poisson,0.25,1.9593763418961316,0.3225055877119303,0.015453641070052981,0.4992075830232352,0.7106559907939906,0.37823603325523436,1.096785195870325,0.36338356300257146,3
DISTRO,25,75,powerlaw,poisson,1,5.9261955071706325,0.9724419928000619,0.00034986110404133797,2.914577317191288,0.7472285545275857,0,2.3744280950631946,0.63719009491615,3
DISTRO,10,150,powerlaw,binomial,0,0.09212170890532434,0.028427656351899106,1.248205080628395e-05,0.08524471195414662,0.0,0,0,0.006876996951177716,1
DISTRO,150,25,tree,bernoulli,0.25,0.35893492493778467,0.043588887667283416,0.005071741994470358,0.10319953202269971,0.06810192519333214,0,0.1729681089054793,0.08276728400960565,3
DISTRO,25,100,random,bernoulli,0.5,2.4249003008008003,0.31670250836759806,0.026286110980436206,0.7827523360028863,0.42496472569958615,0,1.079757418949157,0.562390545848757,3
DISTRO,250,10,star,binomial,0,0.06460990430787206,0.01568875943000118,0.00029389513656497,0.04228696506470442,0.005533553233059744,0,0.01733607822097838,0.0049868610221892595,3
DISTRO,100,10,lan50,binomial,0.75,5.271234136074781,0.8908956506444762,0.14620732911862433,2.1064750109799206,1.9380505432685216,0.6657910111825913,2.8452569951768965,0.31950212991796434,3
DISTRO,10,75,mesh,uniform,0.5,0.7852634638547897,0.0813876719524463,0.0494409529492259,0.11990295094437897,0.2259538194630295,0.11326399585232139,0.3096156199462712,0.3557448929641396,3
DISTRO,10,250,random,uniform,0,0.1449182538781315,0.04571989605513712,9.152106940746307e-06,0.13712516985833645,0.0,0,0,0.00779308401979506,1
DISTRO,75,10,powerlaw,uniform,0.75,1.5524912008550018,0.2945820440848668,0.07925563910976052,0.648527764948085,0.5748186570514614,0.22401057509705424,0.9007441969588399,0.0032192389480769634,3
DISTRO,100,25,lan0,poisson,0,2.4965090851765126,0.40520617676277954,0.023539493093267083,1.1640588091686368,0.7917912040526668,0.08292764495126903,1.293315544957295,0.03913473105058074,3
DISTRO,100,75,star,binomial,0.75,4.784193420782685,1.5043766027471672,0.1392156679648906,4.149960941169411,0.19657501229085028,0,0.6273543427232653,0.006878136890009046,3
DISTRO,150,500,tree,bernoulli,0,4.814847323810682,1.1432954569657643,0.03326397901400924,3.297346574952826,0.7808041798028474,0,1.3706921287812293,0.14680862007662654,3
DISTRO,25,250,lan50,binomial,0.25,6.2585337976925075,1.201225283012415,0.00012505403719842434,2.1535909429658204,1.3613020456007991,0,4.094706324627623,0.010236530099064112,3
DISTRO,10,5,random,binomial,1,0.00851345295086503,0.000727601038912932,2.4873996153473854e-05,0.0019926480017602444,0.0007186265041430792,0,0.0023670250084251165,0.004153779940679669,3
DISTRO,25,150,ring,binomial,0,0.10769717302173376,0.025621734326705337,1.0051997378468513e-05,0.07683626702055335,0.0,0,0,0.03086090600118041,1
DISTRO,25,75,lan25,binomial,0.5,1.5075871739536524,0.30872732400894165,0.0651830518618226,0.5509588210843503,0.579375766372929,0.2790353528689593,0.9512164988555014,0.005411854013800621,3
DISTRO,10,100,powerlaw,uniform,0.25,0.1753959129564464,0.02673744534452756,3.2019102945923805e-05,0.04362803092226386,0.017933366160529356,0,0.10760019696317613,0.024167685071006417,3
